questionID	questionTitle	questionText	questionUrl	topics	therapistName	therapistUrl	answerText	upvotes
567202c81c0ef0372122370e	Relationships cause me anxiety and nausea	"I am in high school and have been facing anxiety issues lately Whenever I get close to being in a relationship some kind of anxiety takes over and keeps me from the relationship This anxiety causes me depression at times and even makes me want to vomit While a semirelationship should be joyous for me its an emotional nightmare I cant get to the bottom of Ive had this before and had to leave the semirelationship to avoid throwing up every time I made contact with my crush What could be the reason behind this Is it massive nerve problems Is it a fear of a bad relationship

While Im not quite ready to be in one anyway I want to get to the bottom of this for a brighter future in which I can be in one I dont take medications and have no desire to I have read forums and Ive talked about the issue with my sister who has faced similar problems"	httpscounselchatcomquestionsrelationshipscausemeanxietyandnausea	DepressionAnxietyRelationships	Lynda Martens	httpscounselchatcomtherapistsmslyndamartenslondonontario	Hi HelenaI felt a bit sad when I read this This is a new term for me semirelationship What does it mean I know that todays culture for young people is more of a hookup culture than a dating one Maybe that means that you develop connections to people but you keep yourself from hoping for a full relationship because no one is doing that anymore That makes me feel sad I hear a lot of young women Im not sure youre female but thats my guess say that they struggle with hookups because they cant let themselves hope for a phone call after a hookup Research tells us that after a hookup college age women tend to feel used and unworthy and men tend to feel guilty I think this scenario works better for men than women but many of both genders are left unsatisfied in the endThis is only one possible explanation for your anxietythat your gut knows that it wants to feel fully coupled with someone but you struggle with whether its okay to want or expect thatMaybe take a moment and listen to anxiety Anxiety tends to try to convince us that somethings wrong with us or something bads going to happen Anxiety sometimes prefers to stay vague its more difficult to refute it then but you can try to clarify its whisperings by asking yourself these questions What am I afraid of What is the worst thing that might happen here Then what might happen and what would be the worst part of that Keep going until you find the very worst thing that might happen Might someone not want youmight you feel rejectedor feel not good enoughyou might get hurtThen when you find that core fear you can look at your life and I bet youd find a place where that idea or fear originated A big moment or many smaller ones when you actually DID feel or get rejected or abandoned or hurt In the end its a feeling youre trying to avoid not life or relationship and anxiety is trying to help you avoid it by making you overcautious But this doesnt work for you Good With the help of a qualified therapist you can learn to talk back to anxiety and move forward in life and love with calm confidence	0
5671f5881c0ef03721223706	How can I get my boyfriend to see my point of view when we argue	I had to go to the emergency room today to get an Xray of my spine My boyfriend didnt want to sit there and wait with me Instead he wanted to go do things for his friends while I waited When I was done he was twenty minutes late in picking me up He doesnt understand why Im mad and we keep bickering at each other over the smallest things He thinks I dont have a reason to be mad but I believe that I do	httpscounselchatcomquestionshowcanigetmyboyfriendtoseemypointofviewwhenweargue	Relationships	Lynda Martens	httpscounselchatcomtherapistsmslyndamartenslondonontario	Hi Moore Underneath all your anger is a lot of hurt The hurt is there because you are being disrespected Your boyfriend unless youve only told me a small disproportionate part of the bigger picture doesnt tend to treat you like youre important and he dismisses your emotions This is happening because this is the level of ability disability he has right now in a relationship You can expect more of this behaviour because thats who he is it has nothing to do with you and I hope you think carefully about whether its working for you to be in thisYou could try telling him that you are hurt because people tend to listen more to hurt than to anger but my guess is with him it might not make a difference I hope you talk to someone who knows and supports you about how youre feeling in this relationship	0
5671c7451c0ef037212236fc	What can i do if there is no trust in our relationship	I just got married with my husband I have four kids of my own and he accepts me with my kids I am thankful he loves my kids even though theyre not his Now we are having problems in our relationship because of my past I know all marriages have problems but sometimes I feel its not going to work out if theres no trust Its hard for me to let go because I love him but I am getting tired	httpscounselchatcomquestionswhatcanidoifthereisnotrustinourrelationship	MarriageIntimacy	Lynda Martens	httpscounselchatcomtherapistsmslyndamartenslondonontario	Hi LouisianaYou say that the problems are with your past but my hunch is the problems are about his insecurity and his personal barriers to trust unless youve recently revealed details of a sordid past You dont mention ever having hurt the trust in the relationshipTrust is the first stage in a relationship Moving forward before they develop trust is a common mistake couples make and now you two have involved children in a relationship thats missing a crucial element But you didnt see this coming did you Thats because only as we become emotionally intimate do our deeper fears and insecurities come to the surfaceI give you credit for wanting it to work and I believe you would benefit from the support of a therapist in working through the kinks related to trust Good luck	0
5664cec20901991a77b2088e	I lie to my mom about my relationship	I use to be so happy No matter what I always was happy I got into a relationship with this guy I love him so much Were both teenagers The week after his birthday my mom made me stop talking to him It broke me He came to my house and talked to her and she let us date again but not see each other He comes up to my school every day and it tears me apart that I have to lie to her	httpscounselchatcomquestionsilietomymomaboutmyrelationship	RelationshipsFamily Conflict	Lynda Martens	httpscounselchatcomtherapistsmslyndamartenslondonontario	Hi Los Angeles I can tell you have a moral backbone because its hurting you to lie to your mom I always say that a little bit of guilt is healthy because it teaches us who we want to be Listen to that voice You dont have to lie to your mom to get what you wantNow you dont say how old you are so part of my answer is going to be a bit vague Theres a big difference between being thirteen and your mom telling you what to do and being nineteen and your mom telling you what to do The thing is that moms and dads start out making all your decisions for you when youre small and theyre supposed to very gradually give that control over to you Different parents do this at different speeds but in general you have to earn that freedom and trustits not just gonna be handed over to youYou might not like this partyour parent has the right to make the rules My guess is theres a reason why mom is holding you back Even if it doesnt make sense to you breaking her rules isnt going to get you what you wantwhich is freedom right I guarantee you that mom wants you to eventually earn freedombut shes not supposed to give it to you until youre ready because her first job is to keep you safeI like that your mom has limits for you Too many parents are sort of looking the other way busy with their own thing Whether you know it or not you need protection like all kids do appropriate for your age of courseIt sounds like what you want to say to your mom is I want to make my own decisions about who I spend time with Thats a normal wish and I encourage you to say that to her Depending on your age and whether youve earned it she might listenSo youre sending her that message that you want to send but youre doing it in a sneaky way and thats not going to go well when she finds out Its called passive aggressive when you say something with a sneaky behaviour rather than with words Its not a very healthy way of sending a message because people feel disrespectedMy guess is that your best bet is to be honest with mom stop the sneaking around and come up with a detailed plan of how youre going to earn your freedomeventually She might listen to that	0
5566f9a2a64752d71ec3ca67	Ive suffered from insomnia and nightmares for about 3 years	"It takes me a long time to fall asleep Id estimate about two hours I often have nightmares starting with being eaten by a monster and I often wake up frightened and unable to breathe

I believe I started losing sleep after breaking up with a girlfriend of 8 years Also my fathers business went bankrupt and my mother has a chronic condition I was under a lot of stress and life lost meaning

After improving my life and developing a habit of running and exercise to release stress my symptoms improved However in the past couple months I started losing sleep again and having nightmares without warning How can I solve this issue"	httpscounselchatcomquestionsivesufferedfrominsomniaandnightmaresforabout3years	Sleep Improvement	Ben Braaksma	httpscounselchatcomtherapistsbenbraaksma	"
Youre noticing that as you lie down to go to sleep there
is quite a bit going on which may be anxiety related It sounds like the
dreams and difficulty sleeping are reminiscent of previous experiences you had
around the time of your break up the difficulty with your fathers business
and your mothers health issues These connections to past events may be
important insights to continue exploring in addition to finding out more about
what your dreams may be trying to tell you There is no exact science to
dreams but many people find it fruitful to explore the content as it relates to
significant themes in their lives I think that exploring these issues further with
a therapist could help you resolve whatever is causing you the stress trouble sleeping and frightening dreams
"	0
56724b5d1c0ef03721223715	Im studying abroad and Im depressed	Im supposed to stay here the rest of my academic life but Ive never liked it here not even before I came Ive never felt like I belong Ive missed my country every second in the past four months and Im just miserable Im gaining weight doing nothing and crying for hours straight Is it time to go back home or is it just culture shock	httpscounselchatcomquestionsimstudyingabroadandimdepressed	Depression	Ben Braaksma	httpscounselchatcomtherapistsbenbraaksma	It sounds like you are feeling very unsure and out of place and the prospect of continuing to feel as you do now for the remainder of schooling seems daunting Without getting to know more about you and your experiences here and at home it is hard to say what you should do however I think exploring these things with a competent therapist may help you to discover the answer	0
55849048e1d57a380899c160	What do I do about a cousin who makes me feel belittled insecure and frustrated	"Hello I have a cousin in my family who has been making me feel belittled insecure and frustrated during her stay here in the city I know she comes from a place of love but she has always been shortfused and highly temperamental if something doesnt work out the way she planned it I have tried my best to coordinate plans with her but she always ends up frustrated about the lack of communication I seem to have on my part and then makes condescending comments about my character that include inconsiderate negative oblivious and self consumed 

I have tried to talk to her openly about this but it always comes back as an attack on my character and I have never heard these comments from anyone else before I have been thinking a lot about her comments and whether I truly am an inconsiderate person who is not thoughtful spatially aware of surroundingspeople or positive but in the end I am feeling awfully hurt about how this has affected our relationship 

What can I do"	httpscounselchatcomquestionswhatdoidoaboutacousinwhomakesmefeelbelittledinsecureandfrustrated	Family Conflict	Ben Braaksma	httpscounselchatcomtherapistsbenbraaksma	It sounds like you are feeling pretty criticized by your cousin and at the same time you are wondering whether or not there is some truth in what she is saying It also sounds like you would like to see if you can find a new way to relate to your cousin so that your relationship can be more satisfying If you can find a competent therapist to work with there may be a great deal of opportunity to learn more about how you relate to people in the world and to learn strategies to show up in your relationship with your cousin in a way that feels right to you	0
5670cfcd1c0ef037212236d0	How do I get over a coworker	"Ive worked with this guy for about three years now and I knew the first time I saw him that I was attracted Over time he became a very dear friend and we talked about our relationship problems family dreams and so on There was always flirtation with us and one day pretty recently it progressed to making out We agreed to keep it quiet and we did but in the back of my mind I hoped it would become something more It didnt and three months later Im still not over it

Im trying so hard to maintain the friendship because thats what he wants Were no longer in the same office which I thought would help me get over these feelings but we still talk about work and hes constantly touching me so Im still very drawn to him Hes a hugger and such a sweet guy so I find myself fantasizing all the time about what could have been and what could still be but hes clearly not interested Hes younger than me and prefers model types but I see him checking me out a lot which gives me hope How do I get him out of my system and still maintain the friendship"	httpscounselchatcomquestionshowdoigetoveracoworker	Workplace RelationshipsSocial Relationships	Nat Roman	httpscounselchatcomtherapistsnatromantoronto	It sounds like you have mixed feelings and motivations  which is understandable On the one hand you want to get over him on the other you are still holding out hope for something more It will be really hard to let go of him and create friend boundaries so long as there is a part of you holding on to the idea of something more If you are being really honest with yourself you might need to acknowledge that you are not really striving to get him out of your system  that you have not really given up hope of having a relationship with him If you are wholeheartedly committed to moving past the sexual and romantic parts of your relationship and just having a friendship than refraining from all the touching would be a good place to start It is hard to just be friends when all your sex and bonding hormones are coursing through your veins	0
55cf72b0bdca3bcd2070e9ca	How do you cope with the death of your child while surrounded with your parents who arent supportive and disregard your feelings		httpscounselchatcomquestionshowdoyoucopewiththedeathofyourchildwhilesurroundedwithyourparentswhoarentsupportiveanddisregardyourfeelings	Grief and Loss	Ben Braaksma	httpscounselchatcomtherapistsbenbraaksma	First of all I am very sorry to hear about your loss which must be very painful It sounds like in addition to the loss you are also feeling invalidated by your parents and alone with your grief Grieving is a very personal and sometimes complex process which many people are ill equipped to support us through If you can get the support of a competent therapist this may be quite valuable in helping work through this process	0
55d030616ae5f72373d44189	How do I make myself happy without someone who made me happy	How do I make myself happy without the people who made me happy Now that theyre gone I feel sad Its been two months now but I seem to be unable to stay okay and independent	httpscounselchatcomquestionshowdoimakemyselfhappywithoutsomeonewhomademehappy	DepressionRelationships	Ben Braaksma	httpscounselchatcomtherapistsbenbraaksma	It sounds like you have been feeling pretty down since the loss of a relationship and youre wondering how to be happy by yourself Intimacy is a very natural human desire and at the same time learning to enjoy ourselves even when we are alone can strengthen our ability to lead a satisfying life in and out of relationship Working with a therapist you may be able to gain insight into how you show up in your relationships with yourself and others and discover more fulfilling ways to do so	0
561c8201e88a65597bb56a50	Im overwhelmed and depressed	Im unemployed just relocated I cant get approved for a place to live because of past mistakes which follow me to this day Im depressed and on the verge of loosing my partner because Im overwhelmed and have trouble functioning on a daily basis I see no light at the end of this tunnel and need some help I see no point in this chaos infested joke some call life	httpscounselchatcomquestionsimoverwhelmedanddepressed	Depression	Ben Braaksma	httpscounselchatcomtherapistsbenbraaksma	It sounds like you are feeling like things are hopeless and out of control and youre not sure what to do about it If you can find a competent therapist to work with together you may be able to come up with some strategies for alleviating the overwhelming distress that you are experiencing and gain some insight into what may be contributing to these challenges Additionally a therapist may be able to support you in getting back on your feet in regards to work a place to live and showing up with your partner in a way that will be more satisfying to you	0
55efaa126158f62c488b9554	How do I deal with anger problems towards my mom		httpscounselchatcomquestionshowdoidealwithangerproblemstowardsmymom	Anger ManagementFamily Conflict	Ben Braaksma	httpscounselchatcomtherapistsbenbraaksma	Anger is a natural and healthy emotion however it can be difficult to deal with if it becomes overwhelming and depending on what we have been taught about it and how to express it A competent therapist may be able to help you figure out ways to relate to your anger and your mother that will feel right to you	0
5676c0138e5e79ff3a20c7de	My husband yells enough when I tell him he needs to change	That phrase makes me crazy It happens anytime I point out something to my husband that he needs to change such as looking up from his iPad long enough for me to tell him the grandbaby almost pulled the shelf unit over or explaining to him that I got all the things he needs to bake a pie Another example is when he opens the front door the dog runs out if he doesnt pick him up Over and over again he lets the dog run out and I am afraid he will get hit by a car	httpscounselchatcomquestionsmyhusbandyellsenoughwhenitellhimheneedstochange	Marriage	Sherry Katz LCSW	httpscounselchatcomtherapistssherrykatzlcsw	I empathize with your feeling crazy hearing your husband yell enough in response to you wanting to make a point to himWhen the immediate situation has calmed down have you ever told him that this upsets you Is it possible he simply is not aware that you feel upset by how he talks to youKeep in mind too that what you believe your husband must change may not agree with his opinion on what he needs to changeA helpful starting place for the two of you to discuss once the immediate situation has calmed down is what you each feel would have been a reasonable way of handling the situation that just happenedBy learning more about how the other person thinks and feels it will be easier to know what to expect form each otherEven if you disagree about what is best knowing that there are differences between you may make living with them easier to accept or at least not be surprised and startled by themSending good luck to both of you	0
5676b4bf8e5e79ff3a20c7dc	Is it acceptable for me to find another home for my boyfriends dog	My boyfriend moved in with me a few months ago I love him but his dog is wrecking my house Every day we get home there is a huge mess on the floor and several things will be ripped up including the couch Hes slowly eating all of the doors and there will be food and poop everywhere Even though I come home during all of my breaks to take him out he still poops and pees in the house every chance I cant financially afford to have the dog wrecking my house Ive tried talking to my boyfriend about the dog to try and come up with a solution but it never ends well The dog is the only thing we fight about because I want him out of the house and my boyfriend doesnt want to see him go Its not the dog fault though I understand that The dog is only a year old and he isnt a bad dog Hes just too big of a dog for where he is he should be a farm dog instead of a town dog I dont hate the dog but I just cant afford to continue having my house torn to pieces	httpscounselchatcomquestionsisitacceptableformetofindanotherhomeformyboyfriendsdog	Relationships	Sherry Katz LCSW	httpscounselchatcomtherapistssherrykatzlcsw	Every living creature needs time and support to adjust to a new situationThe dog is in a new place without the ability to understand the reason This may explain what sounds like the dogs agitation Have you spoken with your boyfriend on his opinion on how to address the dog behavior problemsFinding an answer together would be a good way of making your relationship stronger Alot of being a couple who live together is talking listening and deciding together on how to handle major situationsIf it is affordable then a dog behaviorist may be of great help The person would guide you in working with the dog to become calmer	0
567633558e5e79ff3a20c7d8	Why do I see things that are not actually there	It has been going on more often lately but not all the time It has been starting to affect my driving among other things	httpscounselchatcomquestionswhydoiseethingsthatarenotactuallythere		Ida Duplechin	httpscounselchatcomtherapistsidaduplechin	Its important to make an appointment with a neurologist and ophthalmologist ASAP for evaluationThere are medical conditions that can create this effect	0
56757c7d9c01d6e4177f8b49	How do I know if I have social anxiety	Im a teenager and I struggle with going out and talking to people I feel awful about leaving home I know I cant afford a therapist so I dont know what my problem is but I think I might have social anxiety	httpscounselchatcomquestionshowdoiknowifihavesocialanxiety	Anxiety	Ben Braaksma	httpscounselchatcomtherapistsbenbraaksma	If you are noticing that anxiety tends to be triggered around interactions with others then you may have social anxiety Working with a therapist you may be able to gain insight into the nature of the anxiety develop tools for coping with it and take steps that may alleviate it over time so that you can enjoy your interactions with others If you are short on money there still may be options for you to be able to see a therapist Check with your insurance provider about your behavioral health coverage If you have medicaidapple care there are some private practice therapists who accept this form of insurance as well as community clinics which do If you are not insured some therapists and clinics will work on a sliding fee scale and accept either low fee or may even work with you probono for free	0
567797b78e5e79ff3a20c7f1	How do I deal with parental figures who have hurt me	People who are parental figures in my life have in the past hurt me and some continue to do so It makes me feel like Im not good enough for my husband or the life he provides me I have had jobs but I am going through a lot of my past garbage and trying to figure out when it all went wrong Any time I bring these things up I am expected to be over the issue These are people that you cant just cut out but I have never received apologies for so much of my pain I dont know what to do any more I dont know who I am anymore	httpscounselchatcomquestionshowdoidealwithparentalfigureswhohavehurtme	DepressionFamily Conflict	Ben Braaksma	httpscounselchatcomtherapistsbenbraaksma	It sounds like you have been thinking about how past hurts have influenced you and when you try to talk about these hurts with people in your life you are feeling invalidated It also sounds like current conflicts are continuing to leave you feeling hurt and devalued In working with a therapist you may be able to get some clarity about your past who you are and what kinds of boundaries you want in your relationships so that you can lead a life that is more satisfying to you	0
5676c0138e5e79ff3a20c7de	My husband yells enough when I tell him he needs to change	That phrase makes me crazy It happens anytime I point out something to my husband that he needs to change such as looking up from his iPad long enough for me to tell him the grandbaby almost pulled the shelf unit over or explaining to him that I got all the things he needs to bake a pie Another example is when he opens the front door the dog runs out if he doesnt pick him up Over and over again he lets the dog run out and I am afraid he will get hit by a car	httpscounselchatcomquestionsmyhusbandyellsenoughwhenitellhimheneedstochange	Marriage	Margaret Van Ackeren	httpscounselchatcomtherapistsmargaretvanackerenyorbalinda	Its hard to say what is okay and what is not okay as it depends on what you and your husband feel is appropriate in your relationship If you are feeling like you need to walk on eggshells or that you cant speak your mind and say how you feel then that sounds like a problem I would recommend having an open discussion with your husband about communication between the two of you in general Do this during a time when there is little or no conflict and emotions are not heightened Let him know how you feel and give him specific ideas of how you would like him to respond instead of saying enough Additionally try and see his perspective and understand why he shuts you down Perhaps he feels like he is being told what to do constantly or that he gets little positive feedback from you An opendialogue about how to discuss issues going forward will likely help Seeing a couples therapist will also greatly assist with teaching better communication skills and seeing if there are underlying issues that need resolution Best of luck to you guys	0
5678a5171dafd4552b777448	Does my fiance need a service dog	"My fiance suffers from severe anxiety and depression She has had it most of her life Her anxiety in public places is the worst It gets to points where she cant breathe or move Sometimes she wont even go to the restroom so she will hold in her pee until her stomach hurts or she pees herself She curls up in corners at the mall and has panic attacks She wont eat or drink in public If she isnt having a panic attack or crying shes clinging to me and avoiding everything and everyone Her depression flares up out of nowhere and causes her to become very suicidal and selfharming She get really sick from anxiety and scared to the point that I cant even get her to eat drink leave the bed or go outside She always tells me how she grew up around so much fighting and fear that it makes her scared of loud sounds yelling conflict and even talking to strangers in public She will refuse to go to a store unless I am with her to talk to the cashier for her She is so scared that I cant even get her to drive She doesnt want to get her license because shes scared of trying to drive

Some people have recommended medication but I believe its just going to cover up her illness and not solve it I dont want my fiance pumped with drugs I believe a psychiatric service dog would be the best bet for her When we first met my poodle it would calm her down a lot She took the dog out every time we went out and she seemed much calmer and happier She slowly would eat and the dog seemed to make her feel a lot better I am worried and want to help her without medication"	httpscounselchatcomquestionsdoesmyfianceneedaservicedog	DepressionAnxiety	Margaret Van Ackeren	httpscounselchatcomtherapistsmargaretvanackerenyorbalinda	It sounds like you have been a positive support for your fiancee There is no doubt that this situation is a great challenge for the both of you While it may feel like you are responsible for her health and happiness it is important that you understand that you on your own wont be able to resolve her mental health issues Based on what you have explained it sounds like she needs to get a medical andor psychiatric evaluation Whether or not she decides to take medication is her and your decision but keeping an open mind about treatment options is important I suggest that she see a therapist on her own in order to better understand and cope with her anxiety and depression especially given her suicidal thoughts You would also likely benefit from therapy individual or couples therapy in order to address how you are feeling andbest learn how to support her and your relationship I wish the very best for both of you and hope that things will improve sooner than later	0
567979b81dafd4552b77745e	Ive been separated from my husband for six months and he still has not filed for divorce	My husband and I got into a huge dispute He said he wanted a divorce and I left I still come home a lot and see my kids and he has not filed yet even though he still said he is What does that mean for our marriage	httpscounselchatcomquestionsivebeenseparatedfrommyhusbandforsixmonthsandhestillhasnotfiledfordivorce	Relationship Dissolution 	Sherry Katz LCSW	httpscounselchatcomtherapistssherrykatzlcsw	In any relationship including marriage each partner will be better able to do their part by understanding their own interests and wishesConcentrate more on what youd like from your marriage This will naturally raise the questions and criteria of what to talk with your husband about and what to ask of himThink over whether you wish to divorce or notSince he hasnt taken any action then for the moment you can assume he is not sure of what he wantsOnce you feel a little more clear on your opinion about your marriage including feeling uncertain if youd like it to end or continue then you will be able to tell your husband the suggestions you have for resolving the dispute matter and emotionsTry to redirect your speculations about what does he want I wonder what hes thinking back to answering these very reasonable questions about yourselfThis will strengthen your own purpose in clarifying where to start and guide a discussion with himGood luck	0
567082c85bb022840f42baf4	How do I find myself	I dont know what to say I have never really known who I am	httpscounselchatcomquestionshowdoifindmyself	Spirituality	Ben Braaksma	httpscounselchatcomtherapistsbenbraaksma	Therapy may be an effective way for you to get a stronger sense of who you are A competent therapist will work to create a safe and curious therapeutic relationship in which you can explore your identity There are also many different exercises which you can do in and out of therapy which you may find helpful in this area as well	0
55de7d6a368d07e003f28d2a	I have come to the realization that my boyfriend and I want different things	"I feel that I need to end my present relationship He lives three hours away and likes the reassurance of having someone to talk to multiple times per day and seeing me once or twice a month  I want someone who is more present and more of a life companion
Lately he has had a very busy work schedule and I have only seen him a few times in the last 6 weeks I told him that I cant continue in this way because I constantly feel frustrated and angry and that he is not making the relationship enough of a priority I also feel it is keeping me from possibly finding the relationship I want
We have been together 7 years The problem is that I panic and experience anxiety and depression thinking of him with someone else and then thinking I will never meet someone I like We have gone through this cycle already 45 times and I feel it is unhealthy to stay in it but my aversion to the anxiety and depression I experience upon separation always leads me to reconcile"	httpscounselchatcomquestionsihavecometotherealizationthatmyboyfriendandiwantdifferentthings	RelationshipsAnxiety	Ben Braaksma	httpscounselchatcomtherapistsbenbraaksma	It sounds like you have some insight into the cycle that you describe with your current relationship and at the same time you are still feeling stuck It also sounds like the distressing feelings that you experience when you imagine what will happen for you and your current partner are pretty overwhelming A competent therapist may be able to help you work through these difficult thoughts and feelings and find a resolution to this cycle that will feel right to you	0
55717c13a03de6c365f45be9	Sleeping Anger and Anxiety	I have a lot of issues going on right now First of all I have a lot of trouble sleeping at times while other nights I sleep too much and still feel quite tired Im also noticing increased irritability and experiencing anxiety attacks that last for hours Is there something wrong with me and if so what should I do	httpscounselchatcomquestionssleepingangerandanxiety	AnxietyAnger Management	Ben Braaksma	httpscounselchatcomtherapistsbenbraaksma	It sounds like you are noticing yourself becoming overwhelmed with anxiety feeling more irritable and struggling to sleep consistently There are many possibilities in regards to what may be contributing to these things you are noticing and a competent therapist may be able to help In therapy you may be able to gain insight into these experiences as well as develop strategies for coping with and eventually alleviating anxiety irritability and inconsistent sleep	0
563d2aba5e89a58d24b6488f	Does my friend have depression	I am really worried about one of my friends because I think he has major depression He disagrees with me on that He is shut off when it comes to talking to people and telling them how he really feels He told me he feels empty inside and the only emotions he feels are anger and sadness I suggested to him to get help and talk to his mom about it but he refuses	httpscounselchatcomquestionsdoesmyfriendhavedepression	DepressionSocial Relationships	Ben Braaksma	httpscounselchatcomtherapistsbenbraaksma	First of all I can tell that you really care about your friend and I think its great that you are reaching out with your concern Its hard to determine whether your friend would meet the criteria for an official diagnosis of depression without working with him however whether he does or not therapy may be beneficial for him in working through these difficult feelings and relational challenges Unfortunately you cant make your friend get help He will ultimately need to make that decision for himself however you can talk to him about your concerns and your hopes that he will reach out for help	0
567d08faa377e46d7ebe2b98	I always feel depressed	I think about death all the time because I feel so alone I want someone to love and someone to love me	httpscounselchatcomquestionsialwaysfeeldepressed	Depression	Lynda Martens	httpscounselchatcomtherapistsmslyndamartenslondonontario	Hi OhioIm so glad you reached out I urge you to talk to someone close to you today about your feelings and to also seek professional help for your serious thoughts and feelings We want you to be safe and your depression is treatableLoneliness is so painful and when we feel lonely this can lead to fears that we are not worthy of love or that the world is just a cold and lonely place Neither are truths only thoughts Once we have fears like this though we start to pull away from people the fears keep us isolated which makes the thoughts worse and the cycle continuesWe all have a place in this world We all have value we all deserve love and there are safe wonderful people out there waiting to meet you and care for youCan you take a moment right now to become more in touch with three things First who in your life if they were sitting beside you right now would say wait a minuteI love you What is the evidence that you are already cared about Then ask yourself what is the evidence that I am lovable What qualities do you have that make you a good friend or person The third question is what tells you the world is a good place What evidence do you see that there are people out there who care about othersPlease reach out to someone today as you ask yourself those questions I wish you the best	0
567d050aa377e46d7ebe2b95	Im desperate for attention and I dont know what to do about it	I like getting attention from men I dont have sex I lead them on to thinking I might want to I like to tease I like for men to chase me and I like to feel wanted	httpscounselchatcomquestionsimdesperateforattentionandidontknowwhattodoaboutit	RelationshipsSelfesteemHuman Sexuality	Lynda Martens	httpscounselchatcomtherapistsmslyndamartenslondonontario	Hi Michigan Good for you for recognising a destructive pattern This behaviour although it might get you the attention you want initially will ultimately drive men away because its not respectful of them My gut says that you learned early on in life that your value is in your sexuality alone Thats a powerful thought You are certainly acting as if this is true If you believed in your value as a person you would be less afraid of deeper relationships and intimacy in generalIf I were your therapist Id have many questions for you and I would need to understand a lot of things about you and your past to help you sort out where this idea about yourself came from Id suggest reaching out to a qualified therapist who can help you get to the root of this behaviour Good luck	0
567bbaf7a377e46d7ebe2b7e	How do I know if I have bipolar disorder	I feel that I am struggling with undiagnosed bipolar disorder and it is making my daytoday life extremely difficult	httpscounselchatcomquestionshowdoiknowifihavebipolardisorder	Behavioral Change	Ben Braaksma	httpscounselchatcomtherapistsbenbraaksma	It sounds like you are experiencing a great deal of distress and youre wondering if it may meet a diagnosis of Bipolar disorder There are a few different types of Bipolar diagnoses in the DSM diagnositc and statistical manual and the best way to find out if your experiences would meet that diagnosis would be to meet with a mental health professional You can also look up the diagnosis online and see if what you are going through meets the criteriaOne question that I would have for you is what would it mean for you to find out that you meet the criteria for such a diagnosis It sounds like whether or not you do you are suffering and working with a therapist may help you get into a better place	0
567e2b9ca377e46d7ebe2bb3	Why do I feel like Im watching my life from a window	I never feel like myself I cant even think straight anymore I start stuttering and I cant remember anything I always get nervous and usually talk myself down but recently end up fighting with what feels like someone else I dont know why I feel this way but I hate it	httpscounselchatcomquestionswhydoifeellikeimwatchingmylifefromawindow	Behavioral ChangeAnxiety	Ben Braaksma	httpscounselchatcomtherapistsbenbraaksma	What you are describing sounds like it may be a form of dissociation Dissociation is our minds way of disconnecting us from aspects of our experience in an attempt to protect us in overwhelming situations It also sounds like you are noticing anxiety in certain situations In working with a competent therapist you may be able to gain insight into these experiences learn skills for coping with anxiety and reconnecting with yourself and alleviate these symptoms over time	0
567c9daca377e46d7ebe2b8a	I feel like I cant control having inappropriate thoughts	I find that I imagine things sexually and I hate it because it puts strain on my relationship I feel helpless and guilty I want it to go away and I want to make my woman happy again	httpscounselchatcomquestionsifeellikeicantcontrolhavinginappropriatethoughts	RelationshipsHuman Sexuality	Ben Braaksma	httpscounselchatcomtherapistsbenbraaksma	It is completely understandable that you would like to find a way to make these intrusive thoughts go away however your feeling that you cant control having these thoughts is accurate Its also understandable that you would feel helpless and guilty given that you see how these thoughts are effecting your relationship though I would encourage you to go easy on yourself and remember that you arent choosing to have these thoughts Im sure that if there was a switch to turn them off you would flip itThere is no magic technique or pill that can guarantee these thoughts will go away however therapy may still have a lot to offer In working with a competent therapist you may be able to gain insight into where these thoughts are coming from and develop new ways of relating to them so that they do not leave you feeling as helpless and guilty and can be more present with your partner Though there is no guarantee that the thoughts will go away this may also be a result of work with a therapist Either way you may be able to find a way to deal with the thoughts and show up in your relationship in a way that will be satisfying to you and your partner 	0
567d08faa377e46d7ebe2b98	I always feel depressed	I think about death all the time because I feel so alone I want someone to love and someone to love me	httpscounselchatcomquestionsialwaysfeeldepressed	Depression	Margaret Van Ackeren	httpscounselchatcomtherapistsmargaretvanackerenyorbalinda	Feeling alone andor isolated is almost always associated with being depressed As humans we need connection and interaction with others in order to feel satisfied Given that you are frequently thinking about death I highly recommend that you see a mental health professional as soon as possible to help assess your immediate needs and address any underlying issues that may be contributing to your feelings of loneliness and depressionThe good news is that with proper consistent treatment and commitment to change things can really turn around for you A therapist can work with you on building enjoyable activities into your daily routine change maladaptive thought patterns that contribute to your sadness and help with exploring what has gotten you to where you are By learning about where your sadness originates engaging in preferred activities and changing your thought patterns you should begin feeling relief from the burden of depression What will likely result is further opportunity to find social outlets and an increased ability to connect with othersDont give up Create some short terms goals that you can likely achieve and make your treatment a priority and a focus You have already taken the first step in getting better by writing to this site Keep on this path and believe in yourself Best of luck to you	0
