Unnamed: 0	questionID	questionTitle	questionText	questionLink	topic	therapistInfo	therapistURL	answerText	upvotes	views	split
283	93	How can I get over my posttraumatic stress disorder without my parents knowing about it	Ive had posttraumatic stress disorder for years without my parents ever finding out I want to overcome it but its so vivid its like its happening again Im scared and paranoid I have depression which I have been struggling with since a young age	httpscounselchatcomquestionshowcanigetovermyposttraumaticstressdisorderwithoutmyparentsknowingaboutit	depression	Sherry Katz LCSWCouples and Family Therapist LCSW	httpscounselchatcomtherapistssherrykatzlcsw	What is the reason you wouldnt want your parents to know you are trying to find your way through PTSDWould they believe that youve been traumatizedAnd do you feel that your parents had a hand in creating your traumaThere is no need to tell your parents you have PTSD unless you feel that doing so will help you  Maybe you intuitively realize that they dont want to understand or know about thisHow did you come to the conclusion that you have PTSDIf you are working with a therapist and a minor then the laws of your State dictate what information your parents can ask your therapist about youIf you are a grown person and working with a therapist you have complete legally protected privacy of what you talk about with your therapistIn any case a good starting point is to know exactly your own reason for wishing to keep your psychological situation hidden from your parents	0	295	train
284	93	How can I get over my posttraumatic stress disorder without my parents knowing about it	Ive had posttraumatic stress disorder for years without my parents ever finding out I want to overcome it but its so vivid its like its happening again Im scared and paranoid I have depression which I have been struggling with since a young age	httpscounselchatcomquestionshowcanigetovermyposttraumaticstressdisorderwithoutmyparentsknowingaboutit	depression	Nakisia McDanielTrauma Professional	httpscounselchatcomtherapistsnakisiamcdaniel	Post traumatic stress disorder PTSD is a very complex issue It is the root cause of many other issues including depression anxiety and anger to name a few Reexperiencing the event is a telltale symptom of PTSD One of the best things you can do for yourself is to find someone who specializes in this areato help you work through the symptoms associated with this disorder as well as directly addressing the eventevents that initially caused the symptoms There are various treatment methods available to helping professionals that are successful in treating this disorder In the meantime there is a book called The Body Keeps the Score it isinformative andmay be helpful for you on your journey It is my hope that you are not dealing with this alone Best wishes	0	639	train
285	93	How can I get over my posttraumatic stress disorder without my parents knowing about it	Ive had posttraumatic stress disorder for years without my parents ever finding out I want to overcome it but its so vivid its like its happening again Im scared and paranoid I have depression which I have been struggling with since a young age	httpscounselchatcomquestionshowcanigetovermyposttraumaticstressdisorderwithoutmyparentsknowingaboutit	depression	Julissa SparksHealing Minds for Wholeness	httpscounselchatcomtherapistsjulissasparks	Unfortunately ptsd is not something that can be cured Ptsd can be managed through therapy Mindfulness can assist in redirecting thoughts and gaining further control over paranoia Therapy is confidential and there are different ways you can obtain treatment Mental health professional have availability to provide therapy online on the phone or in person	0	468	train
286	95	How can I get over my depression and grief	My dad passed away when I was a teenager I never got any help and five years later I feel like I cant handle it anymore	httpscounselchatcomquestionshowcanigetovermydepressionandgrief	depression	Sonya WilsonLicensed Professional Counselor	httpscounselchatcomtherapistssonyawilson	Its never to late to get help with grief Get help as soon as possible before you are feeling the same way 5 years from now You will always miss your Dad but getting help with coping with his loss will make life easier to live	0	67	train
287	96	How do I get to know myself	I am a single mother As a child I was molested by my mothers boyfriend I never knew my father I started having children at 18 right after high school After having children I completely lost myself and gave all of my focus on my children Now my children are getting older but I still dont know myself Ive had several attempts at relationships and they all fail I stopped caring about a lot after my childrens father left me I fell into a spiral and got depressed	httpscounselchatcomquestionshowdoigettoknowmyself	depression	Sonya WilsonLicensed Professional Counselor	httpscounselchatcomtherapistssonyawilson	What your are experience is normal for most women We usually forget about self and totally focus on our children putting our personal wants and needs aside So to answer your question of how do you get to know yourself I usually do a 6 session course with my client by having them answer questions such as the following in the first session What do I love other than your children What are my own needs and desires What 3 things have I accomplished in my life that Im most proud of What are 5 strengths or qualities I have What is one event that had a major impact on my life How have that event affected my life today  For their homework assignment after the 1st session they are asked to write a letter to self tell self what they love cherish appreciate and even admire about themselves Most women feel awkward at first but I remind them that the truth is that only to the extent that you are able to love and value yourself you are to love and support others	0	62	val
288	97	How do I get back to my fun happy self again	I always see the worst end of things My boyfriend and I arent talking and I swear hes leaving me I keep failing my road test and I see my future crumble I have no desire for friends I pushed my best friend away after Christmas and I have no desire to fix it or make new friends My aunt died and I cry all the time even if I burn my lunch	httpscounselchatcomquestionshowdoigetbacktomyfunhappyselfagain	depression	Lynda MartensMarriage  Family Therapist MSc RP RMFT	httpscounselchatcomtherapistsmslyndamartenslondonontario	I really love that youre taking responsibility for your pessimism here Theres a modern parable about two young brothers One child is in a room full of every toy you could imagine and hes miserable the other is in a room full of horse manure and hes flinging it around with joy So then someone comes and asks the first boy why hes so miserable because he has so much He says that hes missing the one toy that he really wants Then the brother is asked why hes so happy in a room full of manure and he says With all this sht theres gotta be a pony in here somewhereHappiness is a state of mind and I hear you saying that you used to be happy so maybe this means you believe its possible Thats a wonderful startResearch on depression shows us that it is very linked to pessimism You say I always see the worst end of things Thats pessimism Life is like an elephant If all you see is roughness backup and walk around the view will changeThe key to optimism is to build your ability to see the bad things in life as 1 temporary this will pass I know how to fix friendships 2 Specific not involving the whole of your life and 3 not your fault tons of people fail road tests On the flip side it helps if we can see good things as 1 more permanent 2 bleeding into other areas of our lives and 3 something YOU created Not taking credit for good things and blaming yourself for the bad ones is typical especially of womenThe feelings you are having are temporary youre in a slump and its a good time to sit down and look at how you can make the picture look different I think you know how but you lack energy right now If tackling this on your own isnt enough a therapist can help you take that step back to look at the big picture and help you rebuild your natural resilience and capacity for joy I wish you the best	2	191	train
289	98	How can I love myself	I was anxious to go to middle school I was afraid of what people might say about me so when school started I wasnt acting like myself I was quiet which Im usually not I didnt talk to anybody and didnt have any friends Then a few years later my grandma died I really became depressed and stop going to school for a little I hated myself and still do I just need help I need someone to care for me I need someone to show that they care	httpscounselchatcomquestionshowcanilovemyself	depression	Lynda MartensMarriage  Family Therapist MSc RP RMFT	httpscounselchatcomtherapistsmslyndamartenslondonontario	I agree you need more care and support No one deserves to feel alone or like they hate themselves Were all wonderful imperfect complicated people and were at our best when were all helping each other Im glad you wrote this question because a lot of people have this feeling sometimesI can tell that youre smart because you seem to sense that the two things you wrote about are connectedyou not being yourself and then how you felt when your grandma diedWhen Grandma died you needed and deserved extra love and support but the people around you didnt seem to give it to you maybe My hunch is that they wanted to but that they didnt know how much you needed it or what you needed exactly The older you get the more you will have to take charge of letting people know what you need Maybe this is one of the suckier parts of being mature but thats how it worksWhen you started middle school it sounds like you changed you got more quiet right That must have felt weird to not be acting like yourself It sounds like fear tricked you into thinking people wouldnt like you Fear can be silly So then fear got you to not show yourself and when we dont show ourselves people cant see who we are they dont know us as well and then they dont know what we need and they cant care for us as well either Fear of not being liked isolated you from the people who love you It does that to a lot of usSo where youre at right now is because of what fear did to you and also because when Grandma died you were already isolated so people couldnt see your pain and know that you needed supportTheres a simple solution but youd have to be brave enough to look fear in the face and say Get off my back Youre not helping me by telling me lies Can you be brave enough to go back to your old louder self If you talk to the people closest to youtell them what you think and how you feel then theyll be able to give you the care that you want and deserve I wish you well as you try this	1	301	train
290	99	I feel guilty because I didnt say no to a guys advances	I was in a situation with a guy Hes my brothers friend and kind of like a brother to me He invited me over to hang out and then came on to me I was instantly terrified to say no and I gave in I dont know whats wrong with me I cant figure out why Im afraid to say no This is giving me a lot of guilt and depression	httpscounselchatcomquestionsifeelguiltybecauseididntsaynotoaguysadvances	depression	Lynda MartensMarriage  Family Therapist MSc RP RMFT	httpscounselchatcomtherapistsmslyndamartenslondonontario	Hi Tennessee There is nothing wrong with you There are many good reasons why you didnt say no You didnt say no because you were caught off guard and unprepared there is no place in life that teaches girls or boys how to manage it when someone crashes a sexual boundary You also live in a culture where girls are encouraged to be cooperative and not upset people and to put the needs of other people first You instinctively want people to like you and people can be very coercive sexually You said it yourself you gave in He wore you downTheres nothing wrong with you It wasnt your job to say no Women arent the gatekeepers of male sexual urges It was his job to get your consent first He pressured you into itA good therapist would help you to dig deep and uncover all these barriers to saying no and more If you said no what might happen then What might that mean about you What are you avoiding feeling Unloved unwanted cold What would you have to believe in order to be confident enough to say no That you didnt have to do anything you dont want to do That youre special or that sexuality is special Would you need a better understanding of what sexual assault isI love that you want to do some work here to strengthen your sexual boundaries and I urge a widespread conversation about what consent it Men and women of all ages could use more of this training	1	105	train
291	100	How do I cope with bad thoughts	People have been calling me names and I have had enough of it I cannot stand it anymore Im done I have told someone this and that is why I am writing this The thoughts are awful	httpscounselchatcomquestionshowdoicopewithbadthoughts	depression	Ben BraaksmaMental Health Counselor	httpscounselchatcomtherapistsbenbraaksma	Its sounds like you are feeling pretty overwhelmed with intrusive thoughts and are feeling very criticized by others as well I think it is great that you are reaching out and I can tell that you want this to change Working with a competent therapist may be a good option for getting some more clarity about what is going on developing ways to cope and eventually getting relief from these overwhelming experiences	2	114	val
292	101	How can I feel so empty even though Im only in my early teens	My life is completely normal yet I feel empty inside I feel as if I already know why Im alive to reproduce and die	httpscounselchatcomquestionshowcanifeelsoemptyeventhoughimonlyinmyearlyteens	depression	Sherry Katz LCSWCouples and Family Therapist LCSW	httpscounselchatcomtherapistssherrykatzlcsw	Are there any times or moments in which you feel other than empty Start with knowing the context of when you feel something other than emptyIf there is no recent example then in your mind go back in time to think of when you felt something other than empty Recall what you liked about this time whether you were by yourself or with others what type of activity you were involved at the time of nonemptinessHow did you come to your conclusion that your life purpose is to reproduce and die If this is what your parents siblings and extended family believe it is possible that you have a broader view of yourself and havent yet uncovered a way of defining your own philosophy of livingGive yourself the time to browse around online or in person social meet ups on your interests It is possible you will discover entire new areas of life and ways of considering life that are brand new to you and which connect to your true selfThis is one way of respecting your individuality which of itself may decrease your sense of emptiness	1	37	test
293	102	How do I know if I have depression	Im almost never happy Half of the time I dont feel anything I find it easy to make myself feel nothing I know I push people away because its easier I just want answers Im sick of feeling this way Its ruining my relationships with people	httpscounselchatcomquestionshowdoiknowifihavedepression	depression	Sherry Katz LCSWCouples and Family Therapist LCSW	httpscounselchatcomtherapistssherrykatzlcsw	Maybe you have depressionThe name of your condition matters much less than the descriptions you wrote of how you feelSince youve observed how you sometimes interact with people and realize you arent happy with the result youve a very solid starting point for reflecting on your deeper wishes in relating to othersStart with asking reasons of yourself about the puzzling aspects of how youre engaging with othersTheorizing as to why you feel that pushing people away is easier and easier than whatGoogling the keywords of how you feel may open a starting point for ideas on knowing yourself and what you wish for	1	323	train
294	102	How do I know if I have depression	Im almost never happy Half of the time I dont feel anything I find it easy to make myself feel nothing I know I push people away because its easier I just want answers Im sick of feeling this way Its ruining my relationships with people	httpscounselchatcomquestionshowdoiknowifihavedepression	depression	Lynda MartensMarriage  Family Therapist MSc RP RMFT	httpscounselchatcomtherapistsmslyndamartenslondonontario	Hi Loyal This is a common question I suggest that you not diagnose yourself only a physician can do that but the symptoms you mention are certainly common signs of depression rarely happy emotional numbness hopelessness isolation Depression is very common Research suggests that one in three people may experience it in their lifetime and at any one point ten percent of adults may be experiencing it Most therapists are very good at spotting the signs and treating accordingly although only a physician can prescribe medicationThe great news is that depression is treatable Some people experiencing depression may benefit from medication often to lift the heaviness of the illness enough so that one can focus on psychotherapy and therapies such as cognitive behavioural therapy and behavioural activation therapy have demonstrated a clear ability to reduce symptoms of depression Even if medication helps seeing a therapist to look at the roots of your depression and to build coping skills is very importantA qualified therapist will help you look at the barriers to happiness in your specific case and suggest a course of treatment You are not alone and you dont have to suffer Keep asking questions and you will find your answers	1	290	train
295	103	I think I have anxiety and depression It has manifested an extreme distrust for others	My husband and I are in a terrible place Part of me wants to fix it but then Im caught up with not knowing how and not being able to communicate my feelings to him because he always feels Im blaming him Sometimes I am because the feelings of distrust are so strong I feel they must be coming from something hes doing but sometimes I know Im being irrational Still that doesnt stop the anxiety The other half of the time I just want to walk away but I feel like that will only be a temporary fix	httpscounselchatcomquestionsithinkihaveanxietyanddepressionithasmanifestedanextremedistrustforothers	depression	Sherry Katz LCSWCouples and Family Therapist LCSW	httpscounselchatcomtherapistssherrykatzlcsw	You may be pressuring yourself to be the one person who fixes the relationship This is impossible because the relationship belongs to both of youHas he told you whether he feels about himself that how he interacts with you is contributing to problems in the coupleIs he willing to understand what youre asking of him without shutting down with whatever he is feeling when he feels blamedYour feelings of distrust are the natural outcome of not being properly heard and understood Hes not willing to listen to you so of course youre frustrated and this frustration comes out in all sorts of uneasy feelingsWillingness to hear each other in a nondefensive way sometimes requires a couples therapists assistanceAsk your husband if hes willing to understand not judge you Be willing yourself to do the sameIf after trying and getting nowhere youll know when to stop trying on your own as a couple and to find a specifically trained couples therapistsWarning not all therapists are trained to do couples therapy Ask the therapist if theyve had specialized training in couples therapyOtherwise having a referee type therapy session of what do you think what do you think isnt going to do anything except frustrate both of you furtherGood luck	1	148	train
296	104	I have voices in my head	They dont go away and I feel like Im going crazy Does that ever stop Can it be a symptom of medication	httpscounselchatcomquestionsihavevoicesinmyhead	depression	Sherry Katz LCSWCouples and Family Therapist LCSW	httpscounselchatcomtherapistssherrykatzlcsw	Since you realize that hearing voices in your head is not usual for you then definitely there is a problematic situation happening within your awareness of who you areif you recently started taking a new drug or increased dosage of one you already were taking and the voices started shortly after then yes it is possible medication created your problemStart by telling whoever gave you the presecription about the problem youre havingCrazy has some flexibility as to whether someone is this way or notCertainly a very positive sign that youre not crazy is that youre selfaware of a problem within yourself And youre responsible toward yourself and making effort to address this problemCrazy people usually dont do responsible behaviors	2	258	train
297	104	I have voices in my head	They dont go away and I feel like Im going crazy Does that ever stop Can it be a symptom of medication	httpscounselchatcomquestionsihavevoicesinmyhead	depression	Angie StonesThe future depends of what you do in the present	httpscounselchatcomtherapistsangiestones	This can certainly be a side effect of some medications If the voices are so powerful that you can not sleep or they are constantly present you shouldnt wait any time but go and see your doctor straight away	1	259	train
298	105	Im depressed and unable to connect with people after my breakup	A girl and I were madly in love We dated for over a year and were even talking about marriage and future plans together She moved away for school and we attempted a long distance relationship We eventually broke up Its been a year now and I still havent lost my feelings for her I still love her the same way I did Ive suffered from depression ever since the breakup and have been unable to connect with anyone else Its damaging me and my life	httpscounselchatcomquestionsimdepressedandunabletoconnectwithpeopleaftermybreakup	depression	Lynda MartensMarriage  Family Therapist MSc RP RMFT	httpscounselchatcomtherapistsmslyndamartenslondonontario	Hi Boise Im sorry that youve lost this love The fact that you were planning marriage and a future tells me that you meant something very special to each other at that time Its different nowyoure not together anymore but you cant accept this right Good for you for identifying that this situation is damaging your life Youve been grieving for longer than you were together Oh but really youve not been grievingyoure stuck still loving her instead of moving forward Unrequited love is a recipe for eternal heartache Lets look at some possible blocks to moving forwardIt could be that theres something unfinished for you Maybe you felt hurt and you didnt have the chance to say so or you felt you hurt her and you didnt have the chance to make it right Maybe theres a burning question you need to ask or something else you need to say Maybe you want to tell her youve never stopped loving her and see if she feels the same way If this is the case you have two choices right You can reach out and say what you need to say or you can stop ruminating on that question and let it go If you reach out theres no guarantee it will go well or that shell even respond Maybe write her a letter and dont send it or send itit might be worth the risk Use the next paragraph to help you decideDo you know how she feels How did it end Did she end it Was it ended just because of the distance or are there more differences between you that didnt work Sometimes people are so in love that they cant clearly see that the other person isnt in love with them anymore Use the information you have about what she wants for her lifecan you honour what she says she needs If shes asked for distance you would do well to honour thatA key to moving forward look at your thoughts and where theyre getting stuck Write it down What bad thing can happen if you let it go Or If I move forward that will mean Keep goingwhat would be the worst part of that This kind of exploring can help you identify your stuck placeIt is possible that youve turned this ending into some kind of negative meaning about you or your future As in If this person doesnt love me then Im unlovable or No one will ever love me as much as she did So your need to cling to her in your heart is your way of rejecting that negative message about yourself or the future Can you find another way to reject that message Try saying these things to yourselfI know she loved me There is evidence of thatI was a good partner There is evidence of thatIts part of life to fall in love and then have to move forwardI can do this and learn from itMany people like methats how I know Im lovableIts normal to feel sad Im grieving a lost loveI want to move forward and not stare in the rearview mirrorI know more love awaits me if I can get fear out of the wayIf this person loved me others can too but not if Im clinging to some old memoryThese are the kinds of things a therapist would explore with you I wish you well	2	90	train
299	106	I get so angry that I want to explode	Ive got so much anger I dont know how to control myself My girlfriend screams at me all the time and sometime I dont know how to deal with life Im very depressed and angry I feel lost	httpscounselchatcomquestionsigetsoangrythatiwanttoexplode	depression	Lynda MartensMarriage  Family Therapist MSc RP RMFT	httpscounselchatcomtherapistsmslyndamartenslondonontario	Hi Campbell RiverYou say you have anger but you dont mention how it shows Or maybe it doesnt Are you aggressive with your girlfriend Since you mention depression I wonder if youre bottling it all up somewhere instead of letting it show at all If this is the case I admire your ability to not lash out at someone whos hurting you However if they are totally unexpressed anger turn inward and shift into depression When sheyells at you what do you do Is this the moment that you feel the most angry I wouldnt be surprised anger is a normal response to someone yelling at youSomething about angerits often there to cover up our more vulnerable emotions Under the anger I wonder if you feel worthless powerless scared unloved Part of the trick to reducing anger is identifying those other emotions and expressing themYou say you dont know how to deal with life and I think maybe you mean you dont know how to deal with emotions Lots of people dont This is confusing for most of us What am I feeling Why is it so strong Im afraid to express it for fear of hurting someone or falling apart or feeling alone How do I know what to express and what to be quiet aboutThese are all great questions to ask yourself and a qualified therapist can help you sort it all out and support you in your growth I wish you well	1	74	train
300	107	I need help with my severe claustrophobia motorphobia and anxiety	Ive been having this ongoing problem for most of my life now I am a young adult and right now driving and even being a passenger gives me terrible panic attacks and anxiety I cant ride in the backseat or the front seat with the safety belt on I have to lean the seat back a bit because the pressure on my back terrifies me I miss so many opportunities to go places with friends and family because of my fears of having a panic attack My family offers little to no support They think its fake or all in my head It makes me feel guilty and at times depressed to the point where Id rather never wake up anymore I am not selfharming I just feel meaningless This constant fear has taken over my thoughts and my life I was such a happy person I want my life back I want to travel with my friends and family again but I dont know how Ive almost given up hope on getting better and just accepting the fact that Ill live with this anxiety forever	httpscounselchatcomquestionsineedhelpwithmysevereclaustrophobiamotorphobiaandanxiety	depression	Sherry Katz LCSWCouples and Family Therapist LCSW	httpscounselchatcomtherapistssherrykatzlcsw	Not having support from your family for such a significant problem is a problem itselfHow about your friends are any of them nurturing or treat you kindly when you bring up that youve got this problemAre any of your friends willing to accommodate the fact that right now youve got panic attacks from driving and being a passengerMaybe being and feeling accepted while youre in this current phase of your life would help diminish the panic attacksIf no support is coming to you then a next step would be to evaluate the relationships in your life and to develop standards and expectations of others especially that they are considerate of your great need at this timeIts possible you are bearing the emotional burden of a lot more people in your life than yourselfIf no one wants to show they care about this situation then release yourself from trying to please and satisfy everyones wish that you be better while they ignore your need for their supportBe realistic in what youre able to give back to people who want to be blind to your emotional needThinking this way will at first raise your anxiety level from fear of losing everyone Eventually youll stabilize within yourself and know that all youre asking for is some support for having a tough timeHopefully the others will be more responsive to youIf they dont you still know that youre being reasonable for what youd like	0	133	train
301	108	What can I do if I need to talk to someone but I have no money	I am broke but I am sure I have been depressed for the past couple of years I have always had anxiety I just need someone to talk to right now I dont have any friends or family I can talk to Im on the verge of just giving up	httpscounselchatcomquestionswhatcanidoifineedtotalktosomeonebutihavenomoney	depression	Nat RomanMarriage  Family Therapist MSc RP	httpscounselchatcomtherapistsnatromantoronto	Good question There are resources out there  people to talk to Id try going to this link and calling the free 247 hotlinehttpwwwsuicidepreventionlifelineorg	1	100	train
302	110	How do I learn to feel emotion	I dont know how to have emotions I never had any from my birth Being human I think of myself as a monster I enjoy pain I cut myself for my climax during sex I think most of the time I lie even when sometimes it would have been easy just to tell the truth I was in rehabilitation for four year I have made love with both men and women but it made no impact in my emotions The books that I enjoy reading HP Lovecraft and Edgar Allen Poe I go hunting every Saturday I feel powerful I dont enjoy the killing of the creature but the hunt of it and to eat and drink the flesh and blood of the creature	httpscounselchatcomquestionshowdoilearntofeelemotion	depression	Sherry Katz LCSWCouples and Family Therapist LCSW	httpscounselchatcomtherapistssherrykatzlcsw	Im not sure that you dont feel emotion or that you are frightened of the depth of your emotionsFrom what you write the context of your growing up years had people telling you to not feel Little kids and babies dont remember whether or not they had emotions since birth This is information someone told you or was part of your family systemPossibly your family was afraid of their emotions or of you knowing yoursSimilarly your comparison of being human means being monster like is not an obvious connection Besides monsters are an idea they arent real They embody what someone considers the worst qualities of themselves or the human species Again I wonder whether youve taken on stories you heard growing up about how unacceptable and bad you areA way to start learning your emotions is to start in simple basic ways to ask yourself what you are feeling in the situations that you believe emotions would belongIf on the first bright sunny and warm day of the year you remind yourself to notice what youre feeling in response to this youll be taking one step toward awareness of your emotionsIf someone buys you a birthday present be aware of how you feel Keep adding awareness to situations and see if this builds an ease with feeling emotions	0	164	train
303	111	How can I help my daughter with her severe depression and her obsessive form of thinking	I am on my own with my daughter I am so worried and stressed about her	httpscounselchatcomquestionshowcanihelpmydaughterwithherseveredepressionandherobsessiveformofthinking	depression	Sherry Katz LCSWCouples and Family Therapist LCSW	httpscounselchatcomtherapistssherrykatzlcsw	Your instinct to help your daughter is naturalHow you proceed depends a lot on whether she recognizes she has a psychological and emotional problem or if only you see this from observing herAlso her age matters a lot in what way would be most likely to succeed in addressing the problems you describeIf you and your daughter have different opinions as to whether or not she has problems and she is above the legal age of when you have authority over her life then you can only suggest to her that therapy may benefit herIf your daughter is in your legal control then you can locate a counselor nearby discuss your situation with that person and depending on the outcome youd be within your parenting right to take your daughter to a counselorStarting therapy without willingness to do so is risky The person may feel resentful enough to not participate  And sometimes the counselor is skillful enough to find a path to your daughter or any patients selfinterest and engage them in therapyFamily counseling regardless of your daughters age is another way to bring your concerns to your daughters attention in a therapy environment in which a counselor would be able to help distinguish the seriousness of your daughters psychological problem from simply a difference in viewpoints between you and your daughter in how to handle certain situationsAlso if you believe your daughter is a threat to herself then instead of this slower route get in touch with the emergency psychological assessment service in your town for a more immediate response	2	268	train
304	112	Im depressed because my mother kicked me out after having a child	I just had a newborn When I brought him home my mom told me to leave Now Im in a womens home I dont see my boyfriend that often because he works The womens place is helping me find an apartment so I can go back to work and get child care	httpscounselchatcomquestionsimdepressedbecausemymotherkickedmeoutafterhavingachild	depression	Sherry Katz LCSWCouples and Family Therapist LCSW	httpscounselchatcomtherapistssherrykatzlcsw	Congrats on the birth of your sonWas your moms request for you to leave her house one which she asked awhile ago or was this her greeting when you walked in the doorMy question is whether your mom had some changed circumstance in her life whether she and you discussed living arrangements prior to your sons birth or whether nothing was talked about you assumed youd be living with her she assumed you wouldnt and the two of you didnt speak to one another about any of thisDepending on the answers there may be clues as to handling future expectations of others especially your momFrom what you write the womens home is supportive of your basic daily living needs  It is good news that the people who run this home know and offer community resourcesIn your interactions with the staff of the womens home ask all the questions necessary so youll have a clear understanding of the apartment lease anything at all that is on your mind about becoming employed and finding childcareThe point is to have all the major steps youre about to start addressedThis way youll be minimizing the possibility of any sudden bad news by the womens home told to youSending lots of good luck	1	142	train
305	113	Should I go back on my medicine	I have experienced cycles of depression for the past four years and it hits me harder every time it comes back This past time it was extremely debilitating so I went on Wellbutrin I could feel the effects of the medicine after the first week A month and a half later I decided that my depression was being caused by my own unwillingness to move forward and address my behaviors and thoughts that were keeping me in a place of despair I became worried that the medicine was making me complacent and prohibiting me from working out what I needed to in my life to bring back true fulfillment I stopped taking it a month ago and feel okay a lot of the anxiety it was paired with has gone away However I still dont feel my sense of self has been completely regained and I have days where I feel a zombielike haze of having no interests or the ability to fully concentrate on anything Is it better to continue letting time and good habits work out the remaining depression or should I go back on the medicine	httpscounselchatcomquestionsshouldigobackonmymedicine	depression	Ben BraaksmaMental Health Counselor	httpscounselchatcomtherapistsbenbraaksma	Deciding whether or not psychiatric medicine is a good option can be complicated as you have noticed and only a person who is licensed to prescribe can give you medical advice regarding medications While there is sometimes relief from symptoms from medication as you have pointed out there are often negative side effects as well While I cant give you advice on whether or not to continue medication I would urge you to take an inventory of the positive and negative effects that you have noticed and educate yourself as much as possible about the short and longterm costs and benefits of psychiatric medication If you can find a doctor psychiatrist or ARNP who is competent in mental health it may also benefit you to consult with themOne thing that I am wondering about is what is your support system like in regards to your fight against depression Are you seeing a therapist or attending any therapeutic or supportive group While there are many things that one can do on their own to work through challenges such as depression psychotherapy has been shown time and again in research to be highly effective and sometimes having a relationship with a caring competent professional who understands depression and ways of helping can make a huge difference	1	113	train
306	114	How can I be happy again	At school it feels like Ive lost all my friends and Ive been really weird with my sleeping patterns I used to cut myself and I really want to again but I change in the locker rooms because I dont want anybody to see I get ticked off easy and overreact At night Im very depressed and listen to sad music and all that sort of stuff Please help me I just want to be happy again and I feel like Im starting to fake a smile at school	httpscounselchatcomquestionshowcanibehappyagain	depression	Cimberly R NeskerRegistered Psychotherapist 3579	httpscounselchatcomtherapistscimberlyrnesker	As silly as it may sound making sure that we are getting the right amount of restful sleep is very important when we are feeling low The reason for this is the lack of proper sleep significantly affects our ability to problem solve and critically evaluate our situation and can lead to a domino effect in our thinking I know you feel that you may be losing your friendships but what are the facts that have led to this belief Really ask yourself are they facts or are they your perspective on events In regards to your coping behaviours at night it sounds very isolating and also very silenced As opposed to the sad music why not try all music allowing yourself to experience the wide breadth of emotions that are circling within you One of the other recommendations I would make would be to try and journal about some of those thoughts and fears in order to release them in a positively cathartic waySome of the behaviours that you have mentioned are a bit more significant though and I would recommend speaking with someone directly in the near future	1	177	train
307	115	I always feel depressed	I think about death all the time because I feel so alone I want someone to love and someone to love me	httpscounselchatcomquestionsialwaysfeeldepressed	depression	Margaret Van AckerenMA LMFT	httpscounselchatcomtherapistsmargaretvanackerenyorbalinda	Feeling alone andor isolated is almost always associated with being depressed As humans we need connection and interaction with others in order to feel satisfied Given that you are frequently thinking about death I highly recommend that you see a mental health professional as soon as possible to help assess your immediate needs and address any underlying issues that may be contributing to your feelings of loneliness and depressionThe good news is that with proper consistent treatment and commitment to change things can really turn around for you A therapist can work with you on building enjoyable activities into your daily routine change maladaptive thought patterns that contribute to your sadness and help with exploring what has gotten you to where you are By learning about where your sadness originates engaging in preferred activities and changing your thought patterns you should begin feeling relief from the burden of depression What will likely result is further opportunity to find social outlets and an increased ability to connect with othersDont give up Create some short terms goals that you can likely achieve and make your treatment a priority and a focus You have already taken the first step in getting better by writing to this site Keep on this path and believe in yourself Best of luck to you	1	217	train
308	115	I always feel depressed	I think about death all the time because I feel so alone I want someone to love and someone to love me	httpscounselchatcomquestionsialwaysfeeldepressed	depression	Lynda MartensMarriage  Family Therapist MSc RP RMFT	httpscounselchatcomtherapistsmslyndamartenslondonontario	Hi OhioIm so glad you reached out I urge you to talk to someone close to you today about your feelings and to also seek professional help for your serious thoughts and feelings We want you to be safe and your depression is treatableLoneliness is so painful and when we feel lonely this can lead to fears that we are not worthy of love or that the world is just a cold and lonely place Neither are truths only thoughts Once we have fears like this though we start to pull away from people the fears keep us isolated which makes the thoughts worse and the cycle continuesWe all have a place in this world We all have value we all deserve love and there are safe wonderful people out there waiting to meet you and care for youCan you take a moment right now to become more in touch with three things First who in your life if they were sitting beside you right now would say wait a minuteI love you What is the evidence that you are already cared about Then ask yourself what is the evidence that I am lovable What qualities do you have that make you a good friend or person The third question is what tells you the world is a good place What evidence do you see that there are people out there who care about othersPlease reach out to someone today as you ask yourself those questions I wish you the best	1	202	train
